year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
2008,Baja California,1 salario m¡nimo,4065,4065,0,3093772,2033952,1059820,100,0,0
2008,Baja California,Menos de 1 s.m.,292333,224042,68291,3093772,2033952,1059820,76.639,23.361,0
2008,Baja California,M s de 1 hasta 2 s.m.,19938,13567,6371,3093772,2033952,1059820,68.046,31.954,0
2008,Baja California,M s de 10 s.m.,903765,476036,427729,3093772,2033952,1059820,52.673,47.327,0
2008,Baja California,M s de 2 hasta 3 s.m.,456652,433304,23348,3093772,2033952,1059820,94.887,5.113,0
2008,Baja California,M s de 3 hasta 5 s.m.,1076055,612580,463475,3093772,2033952,1059820,56.928,43.072,0
2008,Baja California,M s de 5 hasta 10 s.m.,117195,81836,35359,3093772,2033952,1059820,69.829,30.171,0
2008,Baja California,No especificado,32502,21144,11358,3093772,2033952,1059820,65.054,34.946,0
2008,Baja California,No recibe ingresos,191267,167378,23889,3093772,2033952,1059820,87.51,12.49,0
2008,Baja California Sur,1 salario m¡nimo,5545,5334,211,602585,432408,170177,96.195,3.805,0
2008,Baja California Sur,Menos de 1 s.m.,98004,76594,21410,602585,432408,170177,78.154,21.846,0
2008,Baja California Sur,M s de 1 hasta 2 s.m.,12026,9676,2350,602585,432408,170177,80.459,19.541,0
2008,Baja California Sur,M s de 10 s.m.,191750,93515,98235,602585,432408,170177,48.769,51.231,0
2008,Baja California Sur,M s de 2 hasta 3 s.m.,145976,137026,8950,602585,432408,170177,93.869,6.131,0
2008,Baja California Sur,M s de 3 hasta 5 s.m.,75426,50564,24862,602585,432408,170177,67.038,32.962,0
2008,Baja California Sur,M s de 5 hasta 10 s.m.,24286,17429,6857,602585,432408,170177,71.766,28.234,0
2008,Baja California Sur,No especificado,6380,3122,3258,602585,432408,170177,48.934,51.066,0
2008,Baja California Sur,No recibe ingresos,43192,39148,4044,602585,432408,170177,90.637,9.363,0
2008,Campeche,1 salario m¡nimo,39704,33555,6149,848798,633525,215273,84.513,15.487,0
2008,Campeche,Menos de 1 s.m.,264140,247570,16570,848798,633525,215273,93.727,6.273,0
2008,Campeche,M s de 1 hasta 2 s.m.,5425,4385,1040,848798,633525,215273,80.829,19.171,0
2008,Campeche,M s de 10 s.m.,212244,94326,117918,848798,633525,215273,44.442,55.558,0
2008,Campeche,M s de 2 hasta 3 s.m.,120327,114507,5820,848798,633525,215273,95.163,4.837,0
2008,Campeche,M s de 3 hasta 5 s.m.,126656,67588,59068,848798,633525,215273,53.363,46.637,0
2008,Campeche,M s de 5 hasta 10 s.m.,18140,14941,3199,848798,633525,215273,82.365,17.635,0
2008,Campeche,No especificado,9262,6454,2808,848798,633525,215273,69.683,30.317,0
2008,Campeche,No recibe ingresos,52900,50199,2701,848798,633525,215273,94.894,5.106,0
2008,Chiapas,1 salario m¡nimo,6398,6338,60,4896738,3908146,988592,99.062,0.938,0
2008,Chiapas,Menos de 1 s.m.,2634968,2516593,118375,4896738,3908146,988592,95.508,4.492,0
2008,Chiapas,M s de 1 hasta 2 s.m.,26318,23660,2658,4896738,3908146,988592,89.9,10.1,0
2008,Chiapas,M s de 10 s.m.,912228,311354,600874,4896738,3908146,988592,34.131,65.869,0
2008,Chiapas,M s de 2 hasta 3 s.m.,448506,437902,10604,4896738,3908146,988592,97.636,2.364,0
2008,Chiapas,M s de 3 hasta 5 s.m.,464216,247146,217070,4896738,3908146,988592,53.239,46.761,0
2008,Chiapas,M s de 5 hasta 10 s.m.,158885,130175,28710,4896738,3908146,988592,81.93,18.07,0
2008,Chiapas,No especificado,16178,10483,5695,4896738,3908146,988592,64.798,35.202,0
2008,Chiapas,No recibe ingresos,229041,224495,4546,4896738,3908146,988592,98.015,1.985,0
2008,Chihuahua,1 salario m¡nimo,10285,9447,838,3465501,2483950,981551,91.852,8.148,0
2008,Chihuahua,Menos de 1 s.m.,531873,508850,23023,3465501,2483950,981551,95.671,4.329,0
2008,Chihuahua,M s de 1 hasta 2 s.m.,28310,25746,2564,3465501,2483950,981551,90.943,9.057,0
2008,Chihuahua,M s de 10 s.m.,952303,523639,428664,3465501,2483950,981551,54.987,45.013,0
2008,Chihuahua,M s de 2 hasta 3 s.m.,435558,422689,12869,3465501,2483950,981551,97.045,2.955,0
2008,Chihuahua,M s de 3 hasta 5 s.m.,1193968,733576,460392,3465501,2483950,981551,61.44,38.56,0
2008,Chihuahua,M s de 5 hasta 10 s.m.,120870,95032,25838,3465501,2483950,981551,78.623,21.377,0
2008,Chihuahua,No especificado,49426,37150,12276,3465501,2483950,981551,75.163,24.837,0
2008,Chihuahua,No recibe ingresos,142908,127821,15087,3465501,2483950,981551,89.443,10.557,0
2008,Ciudad de Mxico,1 salario m¡nimo,6587,6587,0,7869340,5168123,2701217,100,0,0
2008,Ciudad de Mxico,Menos de 1 s.m.,101724,79510,22214,7869340,5168123,2701217,78.162,21.838,0
2008,Ciudad de Mxico,M s de 1 hasta 2 s.m.,102499,86628,15871,7869340,5168123,2701217,84.516,15.484,0
2008,Ciudad de Mxico,M s de 10 s.m.,2872567,1411811,1460756,7869340,5168123,2701217,49.148,50.852,0
2008,Ciudad de Mxico,M s de 2 hasta 3 s.m.,846100,789321,56779,7869340,5168123,2701217,93.289,6.711,0
2008,Ciudad de Mxico,M s de 3 hasta 5 s.m.,2172448,1410549,761899,7869340,5168123,2701217,64.929,35.071,0
2008,Ciudad de Mxico,M s de 5 hasta 10 s.m.,542936,384842,158094,7869340,5168123,2701217,70.882,29.118,0
2008,Ciudad de Mxico,No especificado,352552,229136,123416,7869340,5168123,2701217,64.994,35.006,0
2008,Ciudad de Mxico,No recibe ingresos,871927,769739,102188,7869340,5168123,2701217,88.28,11.72,0
2008,Coahuila,1 salario m¡nimo,58669,56404,2265,2744148,1976612,767536,96.139,3.861,0
2008,Coahuila,Menos de 1 s.m.,210021,193827,16194,2744148,1976612,767536,92.289,7.711,0
2008,Coahuila,M s de 1 hasta 2 s.m.,28116,24297,3819,2744148,1976612,767536,86.417,13.583,0
2008,Coahuila,M s de 10 s.m.,735631,331844,403787,2744148,1976612,767536,45.11,54.89,0
2008,Coahuila,M s de 2 hasta 3 s.m.,398654,381917,16737,2744148,1976612,767536,95.802,4.198,0
2008,Coahuila,M s de 3 hasta 5 s.m.,961880,694766,267114,2744148,1976612,767536,72.23,27.77,0
2008,Coahuila,M s de 5 hasta 10 s.m.,153344,122625,30719,2744148,1976612,767536,79.967,20.033,0
2008,Coahuila,No especificado,34758,16450,18308,2744148,1976612,767536,47.327,52.673,0
2008,Coahuila,No recibe ingresos,163075,154482,8593,2744148,1976612,767536,94.731,5.269,0
2008,Colima,1 salario m¡nimo,9909,9439,470,685977,472926,213051,95.257,4.743,0
2008,Colima,Menos de 1 s.m.,151909,127870,24039,685977,472926,213051,84.175,15.825,0
2008,Colima,M s de 1 hasta 2 s.m.,7486,6051,1435,685977,472926,213051,80.831,19.169,0
2008,Colima,M s de 10 s.m.,194030,74466,119564,685977,472926,213051,38.379,61.621,0
2008,Colima,M s de 2 hasta 3 s.m.,108306,103781,4525,685977,472926,213051,95.822,4.178,0
2008,Colima,M s de 3 hasta 5 s.m.,99108,59711,39397,685977,472926,213051,60.248,39.752,0
2008,Colima,M s de 5 hasta 10 s.m.,30418,21361,9057,685977,472926,213051,70.225,29.775,0
2008,Colima,No especificado,11579,7633,3946,685977,472926,213051,65.921,34.079,0
2008,Colima,No recibe ingresos,73232,62614,10618,685977,472926,213051,85.501,14.499,0
2008,Durango,1 salario m¡nimo,53707,49365,4342,1548579,1174722,373857,91.915,8.085,0
2008,Durango,Menos de 1 s.m.,388411,370547,17864,1548579,1174722,373857,95.401,4.599,0
2008,Durango,M s de 1 hasta 2 s.m.,7852,6499,1353,1548579,1174722,373857,82.769,17.231,0
2008,Durango,M s de 10 s.m.,397794,177890,219904,1548579,1174722,373857,44.719,55.281,0
2008,Durango,M s de 2 hasta 3 s.m.,182206,180277,1929,1548579,1174722,373857,98.941,1.059,0
2008,Durango,M s de 3 hasta 5 s.m.,333104,228439,104665,1548579,1174722,373857,68.579,31.421,0
2008,Durango,M s de 5 hasta 10 s.m.,55946,40904,15042,1548579,1174722,373857,73.113,26.887,0
2008,Durango,No especificado,11239,6883,4356,1548579,1174722,373857,61.242,38.758,0
2008,Durango,No recibe ingresos,118320,113918,4402,1548579,1174722,373857,96.28,3.72,0
2008,Estado de Mxico,1 salario m¡nimo,13132,13046,86,14755122,10493474,4261648,99.345,0.655,0
2008,Estado de Mxico,Menos de 1 s.m.,1333374,1176490,156884,14755122,10493474,4261648,88.234,11.766,0
2008,Estado de Mxico,M s de 1 hasta 2 s.m.,118217,111045,7172,14755122,10493474,4261648,93.933,6.067,0
2008,Estado de Mxico,M s de 10 s.m.,4136660,1990446,2146214,14755122,10493474,4261648,48.117,51.883,0
2008,Estado de Mxico,M s de 2 hasta 3 s.m.,2259277,2195078,64199,14755122,10493474,4261648,97.158,2.842,0
2008,Estado de Mxico,M s de 3 hasta 5 s.m.,4382703,2839297,1543406,14755122,10493474,4261648,64.784,35.216,0
2008,Estado de Mxico,M s de 5 hasta 10 s.m.,663705,504923,158782,14755122,10493474,4261648,76.076,23.924,0
2008,Estado de Mxico,No especificado,231593,134882,96711,14755122,10493474,4261648,58.241,41.759,0
2008,Estado de Mxico,No recibe ingresos,1616461,1528267,88194,14755122,10493474,4261648,94.544,5.456,0
2008,Guanajuato,1 salario m¡nimo,14622,13434,1188,5672771,3874689,1798082,91.875,8.125,0
2008,Guanajuato,Menos de 1 s.m.,990239,854157,136082,5672771,3874689,1798082,86.258,13.742,0
2008,Guanajuato,M s de 1 hasta 2 s.m.,27101,25301,1800,5672771,3874689,1798082,93.358,6.642,0
2008,Guanajuato,M s de 10 s.m.,1478742,643349,835393,5672771,3874689,1798082,43.507,56.493,0
2008,Guanajuato,M s de 2 hasta 3 s.m.,664545,645881,18664,5672771,3874689,1798082,97.191,2.809,0
2008,Guanajuato,M s de 3 hasta 5 s.m.,2000072,1285305,714767,5672771,3874689,1798082,64.263,35.737,0
2008,Guanajuato,M s de 5 hasta 10 s.m.,242956,184205,58751,5672771,3874689,1798082,75.818,24.182,0
2008,Guanajuato,No especificado,33690,22713,10977,5672771,3874689,1798082,67.418,32.582,0
2008,Guanajuato,No recibe ingresos,220804,200344,20460,5672771,3874689,1798082,90.734,9.266,0
2008,Guerrero,1 salario m¡nimo,10627,10106,521,3516402,2351337,1165065,95.097,4.903,0
2008,Guerrero,Menos de 1 s.m.,1410828,1184374,226454,3516402,2351337,1165065,83.949,16.051,0
2008,Guerrero,M s de 1 hasta 2 s.m.,30022,25814,4208,3516402,2351337,1165065,85.984,14.016,0
2008,Guerrero,M s de 10 s.m.,854743,282707,572036,3516402,2351337,1165065,33.075,66.925,0
2008,Guerrero,M s de 2 hasta 3 s.m.,347491,338000,9491,3516402,2351337,1165065,97.269,2.731,0
2008,Guerrero,M s de 3 hasta 5 s.m.,545419,222686,322733,3516402,2351337,1165065,40.828,59.172,0
2008,Guerrero,M s de 5 hasta 10 s.m.,80485,64740,15745,3516402,2351337,1165065,80.437,19.563,0
2008,Guerrero,No especificado,21742,13894,7848,3516402,2351337,1165065,63.904,36.096,0
2008,Guerrero,No recibe ingresos,215045,209016,6029,3516402,2351337,1165065,97.196,2.804,0
2008,Hidalgo,1 salario m¡nimo,16011,14839,1172,2768029,1949011,819018,92.68,7.32,0
2008,Hidalgo,Menos de 1 s.m.,923221,742986,180235,2768029,1949011,819018,80.478,19.522,0
2008,Hidalgo,M s de 1 hasta 2 s.m.,18353,14327,4026,2768029,1949011,819018,78.064,21.936,0
2008,Hidalgo,M s de 10 s.m.,605547,274934,330613,2768029,1949011,819018,45.403,54.597,0
2008,Hidalgo,M s de 2 hasta 3 s.m.,341695,333994,7701,2768029,1949011,819018,97.746,2.254,0
2008,Hidalgo,M s de 3 hasta 5 s.m.,605820,341974,263846,2768029,1949011,819018,56.448,43.552,0
2008,Hidalgo,M s de 5 hasta 10 s.m.,107549,89246,18303,2768029,1949011,819018,82.982,17.018,0
2008,Hidalgo,No especificado,18555,10425,8130,2768029,1949011,819018,56.184,43.816,0
2008,Hidalgo,No recibe ingresos,131278,126286,4992,2768029,1949011,819018,96.197,3.803,0
2008,Jalisco,1 salario m¡nimo,7600,7600,0,7718549,5264896,2453653,100,0,0
2008,Jalisco,Menos de 1 s.m.,1111687,984845,126842,7718549,5264896,2453653,88.59,11.41,0
2008,Jalisco,M s de 1 hasta 2 s.m.,37327,29439,7888,7718549,5264896,2453653,78.868,21.132,0
2008,Jalisco,M s de 10 s.m.,2287313,1030395,1256918,7718549,5264896,2453653,45.048,54.952,0
2008,Jalisco,M s de 2 hasta 3 s.m.,1068106,1030868,37238,7718549,5264896,2453653,96.514,3.486,0
2008,Jalisco,M s de 3 hasta 5 s.m.,2372813,1519156,853657,7718549,5264896,2453653,64.023,35.977,0
2008,Jalisco,M s de 5 hasta 10 s.m.,393948,291391,102557,7718549,5264896,2453653,73.967,26.033,0
2008,Jalisco,No especificado,76689,42586,34103,7718549,5264896,2453653,55.531,44.469,0
2008,Jalisco,No recibe ingresos,363066,328616,34450,7718549,5264896,2453653,90.511,9.489,0
2008,Michoac n,1 salario m¡nimo,3741,3741,0,4616758,3269967,1346791,100,0,0
2008,Michoac n,Menos de 1 s.m.,1409655,1253033,156622,4616758,3269967,1346791,88.889,11.111,0
2008,Michoac n,M s de 1 hasta 2 s.m.,26138,18756,7382,4616758,3269967,1346791,71.758,28.242,0
2008,Michoac n,M s de 10 s.m.,1308343,530561,777782,4616758,3269967,1346791,40.552,59.448,0
2008,Michoac n,M s de 2 hasta 3 s.m.,497209,489825,7384,4616758,3269967,1346791,98.515,1.485,0
2008,Michoac n,M s de 3 hasta 5 s.m.,960108,621131,338977,4616758,3269967,1346791,64.694,35.306,0
2008,Michoac n,M s de 5 hasta 10 s.m.,164550,139579,24971,4616758,3269967,1346791,84.825,15.175,0
2008,Michoac n,No especificado,31087,15958,15129,4616758,3269967,1346791,51.333,48.667,0
2008,Michoac n,No recibe ingresos,215927,197383,18544,4616758,3269967,1346791,91.412,8.588,0
2008,Morelos,1 salario m¡nimo,7428,7428,0,1793370,1256587,536783,100,0,0
2008,Morelos,Menos de 1 s.m.,408698,365399,43299,1793370,1256587,536783,89.406,10.594,0
2008,Morelos,M s de 1 hasta 2 s.m.,17341,15520,1821,1793370,1256587,536783,89.499,10.501,0
2008,Morelos,M s de 10 s.m.,566953,237643,329310,1793370,1256587,536783,41.916,58.084,0
2008,Morelos,M s de 2 hasta 3 s.m.,288553,283244,5309,1793370,1256587,536783,98.16,1.84,0
2008,Morelos,M s de 3 hasta 5 s.m.,324824,194812,130012,1793370,1256587,536783,59.975,40.025,0
2008,Morelos,M s de 5 hasta 10 s.m.,54508,42559,11949,1793370,1256587,536783,78.078,21.922,0
2008,Morelos,No especificado,15980,9310,6670,1793370,1256587,536783,58.26,41.74,0
2008,Morelos,No recibe ingresos,109085,100672,8413,1793370,1256587,536783,92.288,7.712,0
2008,Nacional,1 salario m¡nimo,769218,690228,78990,113980449,80234332,33746117,89.731,10.269,0
2008,Nacional,Menos de 1 s.m.,24454410,21490859,2963551,113980449,80234332,33746117,87.881,12.119,0
2008,Nacional,M s de 1 hasta 2 s.m.,847638,709440,138198,113980449,80234332,33746117,83.696,16.304,0
2008,Nacional,M s de 10 s.m.,30696959,13800752,16896207,113980449,80234332,33746117,44.958,55.042,0
2008,Nacional,M s de 2 hasta 3 s.m.,14928701,14444754,483947,113980449,80234332,33746117,96.758,3.242,0
2008,Nacional,M s de 3 hasta 5 s.m.,28644363,17715426,10928937,113980449,80234332,33746117,61.846,38.154,0
2008,Nacional,M s de 5 hasta 10 s.m.,4691201,3522989,1168212,113980449,80234332,33746117,75.098,24.902,0
2008,Nacional,No especificado,1427113,902529,524584,113980449,80234332,33746117,63.242,36.758,0
2008,Nacional,No recibe ingresos,7520846,6957355,563491,113980449,80234332,33746117,92.508,7.492,0
2008,Nayarit,1 salario m¡nimo,3681,3237,444,1089292,784114,305178,87.938,12.062,0
2008,Nayarit,Menos de 1 s.m.,338239,319353,18886,1089292,784114,305178,94.416,5.584,0
2008,Nayarit,M s de 1 hasta 2 s.m.,7905,6392,1513,1089292,784114,305178,80.86,19.14,0
2008,Nayarit,M s de 10 s.m.,317110,118146,198964,1089292,784114,305178,37.257,62.743,0
2008,Nayarit,M s de 2 hasta 3 s.m.,158317,154161,4156,1089292,784114,305178,97.375,2.625,0
2008,Nayarit,M s de 3 hasta 5 s.m.,167743,102629,65114,1089292,784114,305178,61.182,38.818,0
2008,Nayarit,M s de 5 hasta 10 s.m.,31418,23040,8378,1089292,784114,305178,73.334,26.666,0
2008,Nayarit,No especificado,6812,3606,3206,1089292,784114,305178,52.936,47.064,0
2008,Nayarit,No recibe ingresos,58067,53550,4517,1089292,784114,305178,92.221,7.779,0
2008,Nuevo Le¢n,1 salario m¡nimo,9812,7233,2579,4860472,3464711,1395761,73.716,26.284,0
2008,Nuevo Le¢n,Menos de 1 s.m.,141287,130896,10391,4860472,3464711,1395761,92.645,7.355,0
2008,Nuevo Le¢n,M s de 1 hasta 2 s.m.,43005,34729,8276,4860472,3464711,1395761,80.756,19.244,0
2008,Nuevo Le¢n,M s de 10 s.m.,1227063,579984,647079,4860472,3464711,1395761,47.266,52.734,0
2008,Nuevo Le¢n,M s de 2 hasta 3 s.m.,773601,751075,22526,4860472,3464711,1395761,97.088,2.912,0
2008,Nuevo Le¢n,M s de 3 hasta 5 s.m.,1819417,1262494,556923,4860472,3464711,1395761,69.39,30.61,0
2008,Nuevo Le¢n,M s de 5 hasta 10 s.m.,324681,237592,87089,4860472,3464711,1395761,73.177,26.823,0
2008,Nuevo Le¢n,No especificado,88951,62046,26905,4860472,3464711,1395761,69.753,30.247,0
2008,Nuevo Le¢n,No recibe ingresos,432655,398662,33993,4860472,3464711,1395761,92.143,7.857,0
2008,Oaxaca,1 salario m¡nimo,6502,6401,101,4277810,2875664,1402146,98.447,1.553,0
2008,Oaxaca,Menos de 1 s.m.,1937243,1597983,339260,4277810,2875664,1402146,82.487,17.513,0
2008,Oaxaca,M s de 1 hasta 2 s.m.,8989,7002,1987,4277810,2875664,1402146,77.895,22.105,0
2008,Oaxaca,M s de 10 s.m.,880976,305312,575664,4277810,2875664,1402146,34.656,65.344,0
2008,Oaxaca,M s de 2 hasta 3 s.m.,455673,449211,6462,4277810,2875664,1402146,98.582,1.418,0
2008,Oaxaca,M s de 3 hasta 5 s.m.,696976,257676,439300,4277810,2875664,1402146,36.971,63.029,0
2008,Oaxaca,M s de 5 hasta 10 s.m.,78360,53949,24411,4277810,2875664,1402146,68.848,31.152,0
2008,Oaxaca,No especificado,16312,9721,6591,4277810,2875664,1402146,59.594,40.406,0
2008,Oaxaca,No recibe ingresos,196779,188409,8370,4277810,2875664,1402146,95.746,4.254,0
2008,Puebla,1 salario m¡nimo,30537,29346,1191,6621824,4416631,2205193,96.1,3.9,0
2008,Puebla,Menos de 1 s.m.,2243648,1730092,513556,6621824,4416631,2205193,77.111,22.889,0
2008,Puebla,M s de 1 hasta 2 s.m.,23580,19206,4374,6621824,4416631,2205193,81.45,18.55,0
2008,Puebla,M s de 10 s.m.,1477129,643593,833536,6621824,4416631,2205193,43.571,56.429,0
2008,Puebla,M s de 2 hasta 3 s.m.,653808,642071,11737,6621824,4416631,2205193,98.205,1.795,0
2008,Puebla,M s de 3 hasta 5 s.m.,1645238,905414,739824,6621824,4416631,2205193,55.032,44.968,0
2008,Puebla,M s de 5 hasta 10 s.m.,240328,161948,78380,6621824,4416631,2205193,67.386,32.614,0
2008,Puebla,No especificado,35536,23518,12018,6621824,4416631,2205193,66.181,33.819,0
2008,Puebla,No recibe ingresos,272020,261443,10577,6621824,4416631,2205193,96.112,3.888,0
2008,Queretaro,1 salario m¡nimo,5163,5014,149,1801692,1238763,562929,97.114,2.886,0
2008,Queretaro,Menos de 1 s.m.,237492,205602,31890,1801692,1238763,562929,86.572,13.428,0
2008,Queretaro,M s de 1 hasta 2 s.m.,11264,9517,1747,1801692,1238763,562929,84.49,15.51,0
2008,Queretaro,M s de 10 s.m.,439345,182373,256972,1801692,1238763,562929,41.51,58.49,0
2008,Queretaro,M s de 2 hasta 3 s.m.,282855,271032,11823,1801692,1238763,562929,95.82,4.18,0
2008,Queretaro,M s de 3 hasta 5 s.m.,597934,378835,219099,1801692,1238763,562929,63.357,36.643,0
2008,Queretaro,M s de 5 hasta 10 s.m.,89795,65326,24469,1801692,1238763,562929,72.75,27.25,0
2008,Queretaro,No especificado,24940,15301,9639,1801692,1238763,562929,61.351,38.649,0
2008,Queretaro,No recibe ingresos,112904,105763,7141,1801692,1238763,562929,93.675,6.325,0
2008,Quintana Roo,1 salario m¡nimo,5147,5147,0,1200043,830146,369897,100,0,0
2008,Quintana Roo,Menos de 1 s.m.,135082,122148,12934,1200043,830146,369897,90.425,9.575,0
2008,Quintana Roo,M s de 1 hasta 2 s.m.,7341,6096,1245,1200043,830146,369897,83.04,16.96,0
2008,Quintana Roo,M s de 10 s.m.,425907,177493,248414,1200043,830146,369897,41.674,58.326,0
2008,Quintana Roo,M s de 2 hasta 3 s.m.,263203,249061,14142,1200043,830146,369897,94.627,5.373,0
2008,Quintana Roo,M s de 3 hasta 5 s.m.,153804,93599,60205,1200043,830146,369897,60.856,39.144,0
2008,Quintana Roo,M s de 5 hasta 10 s.m.,41732,30800,10932,1200043,830146,369897,73.804,26.196,0
2008,Quintana Roo,No especificado,28290,18293,9997,1200043,830146,369897,64.662,35.338,0
2008,Quintana Roo,No recibe ingresos,139537,127509,12028,1200043,830146,369897,91.38,8.62,0
2008,San Luis Potos¡,1 salario m¡nimo,24083,23008,1075,2686524,1937786,748738,95.536,4.464,0
2008,San Luis Potos¡,Menos de 1 s.m.,796688,695901,100787,2686524,1937786,748738,87.349,12.651,0
2008,San Luis Potos¡,M s de 1 hasta 2 s.m.,17805,13472,4333,2686524,1937786,748738,75.664,24.336,0
2008,San Luis Potos¡,M s de 10 s.m.,624246,270463,353783,2686524,1937786,748738,43.326,56.674,0
2008,San Luis Potos¡,M s de 2 hasta 3 s.m.,303568,293541,10027,2686524,1937786,748738,96.697,3.303,0
2008,San Luis Potos¡,M s de 3 hasta 5 s.m.,652159,420520,231639,2686524,1937786,748738,64.481,35.519,0
2008,San Luis Potos¡,M s de 5 hasta 10 s.m.,112662,81519,31143,2686524,1937786,748738,72.357,27.643,0
2008,San Luis Potos¡,No especificado,16914,10392,6522,2686524,1937786,748738,61.44,38.56,0
2008,San Luis Potos¡,No recibe ingresos,138399,128970,9429,2686524,1937786,748738,93.187,6.813,0
2008,Sinaloa,1 salario m¡nimo,13889,13393,496,2953947,2114213,839734,96.429,3.571,0
2008,Sinaloa,Menos de 1 s.m.,887211,779816,107395,2953947,2114213,839734,87.895,12.105,0
2008,Sinaloa,M s de 1 hasta 2 s.m.,30073,25068,5005,2953947,2114213,839734,83.357,16.643,0
2008,Sinaloa,M s de 10 s.m.,864912,382357,482555,2953947,2114213,839734,44.208,55.792,0
2008,Sinaloa,M s de 2 hasta 3 s.m.,391892,375131,16761,2953947,2114213,839734,95.723,4.277,0
2008,Sinaloa,M s de 3 hasta 5 s.m.,470809,304040,166769,2953947,2114213,839734,64.578,35.422,0
2008,Sinaloa,M s de 5 hasta 10 s.m.,135768,95980,39788,2953947,2114213,839734,70.694,29.306,0
2008,Sinaloa,No especificado,31123,17403,13720,2953947,2114213,839734,55.917,44.083,0
2008,Sinaloa,No recibe ingresos,128270,121025,7245,2953947,2114213,839734,94.352,5.648,0
2008,Sonora,1 salario m¡nimo,28723,26499,2224,2632969,1776872,856097,92.257,7.743,0
2008,Sonora,Menos de 1 s.m.,439315,383230,56085,2632969,1776872,856097,87.234,12.766,0
2008,Sonora,M s de 1 hasta 2 s.m.,17887,11935,5952,2632969,1776872,856097,66.724,33.276,0
2008,Sonora,M s de 10 s.m.,726818,341256,385562,2632969,1776872,856097,46.952,53.048,0
2008,Sonora,M s de 2 hasta 3 s.m.,384116,372089,12027,2632969,1776872,856097,96.869,3.131,0
2008,Sonora,M s de 3 hasta 5 s.m.,747064,411274,335790,2632969,1776872,856097,55.052,44.948,0
2008,Sonora,M s de 5 hasta 10 s.m.,117288,83237,34051,2632969,1776872,856097,70.968,29.032,0
2008,Sonora,No especificado,35866,24781,11085,2632969,1776872,856097,69.093,30.907,0
2008,Sonora,No recibe ingresos,135892,122571,13321,2632969,1776872,856097,90.197,9.803,0
2008,Tabasco,1 salario m¡nimo,160539,136451,24088,2094166,1638161,456005,84.996,15.004,0
2008,Tabasco,Menos de 1 s.m.,577105,554622,22483,2094166,1638161,456005,96.104,3.896,0
2008,Tabasco,M s de 1 hasta 2 s.m.,15905,12459,3446,2094166,1638161,456005,78.334,21.666,0
2008,Tabasco,M s de 10 s.m.,569374,285843,283531,2094166,1638161,456005,50.203,49.797,0
2008,Tabasco,M s de 2 hasta 3 s.m.,259716,254714,5002,2094166,1638161,456005,98.074,1.926,0
2008,Tabasco,M s de 3 hasta 5 s.m.,263569,171746,91823,2094166,1638161,456005,65.162,34.838,0
2008,Tabasco,M s de 5 hasta 10 s.m.,89168,76075,13093,2094166,1638161,456005,85.316,14.684,0
2008,Tabasco,No especificado,22450,15557,6893,2094166,1638161,456005,69.296,30.704,0
2008,Tabasco,No recibe ingresos,136340,130694,5646,2094166,1638161,456005,95.859,4.141,0
2008,Tamaulipas,1 salario m¡nimo,59476,48593,10883,3374042,2345332,1028710,81.702,18.298,0
2008,Tamaulipas,Menos de 1 s.m.,343166,323804,19362,3374042,2345332,1028710,94.358,5.642,0
2008,Tamaulipas,M s de 1 hasta 2 s.m.,38878,33558,5320,3374042,2345332,1028710,86.316,13.684,0
2008,Tamaulipas,M s de 10 s.m.,968610,462295,506315,3374042,2345332,1028710,47.728,52.272,0
2008,Tamaulipas,M s de 2 hasta 3 s.m.,556529,534968,21561,3374042,2345332,1028710,96.126,3.874,0
2008,Tamaulipas,M s de 3 hasta 5 s.m.,960851,585753,375098,3374042,2345332,1028710,60.962,39.038,0
2008,Tamaulipas,M s de 5 hasta 10 s.m.,141663,104016,37647,3374042,2345332,1028710,73.425,26.575,0
2008,Tamaulipas,No especificado,53923,37646,16277,3374042,2345332,1028710,69.814,30.186,0
2008,Tamaulipas,No recibe ingresos,250946,214699,36247,3374042,2345332,1028710,85.556,14.444,0
2008,Tlaxcala,1 salario m¡nimo,1468,1468,0,1246294,852742,393552,100,0,0
2008,Tlaxcala,Menos de 1 s.m.,281316,243419,37897,1246294,852742,393552,86.529,13.471,0
2008,Tlaxcala,M s de 1 hasta 2 s.m.,4064,3547,517,1246294,852742,393552,87.279,12.721,0
2008,Tlaxcala,M s de 10 s.m.,301916,132545,169371,1246294,852742,393552,43.901,56.099,0
2008,Tlaxcala,M s de 2 hasta 3 s.m.,163457,161559,1898,1246294,852742,393552,98.839,1.161,0
2008,Tlaxcala,M s de 3 hasta 5 s.m.,414710,240623,174087,1246294,852742,393552,58.022,41.978,0
2008,Tlaxcala,M s de 5 hasta 10 s.m.,22207,16760,5447,1246294,852742,393552,75.472,24.528,0
2008,Tlaxcala,No especificado,5436,2430,3006,1246294,852742,393552,44.702,55.298,0
2008,Tlaxcala,No recibe ingresos,51720,50391,1329,1246294,852742,393552,97.43,2.57,0
2008,Veracruz,1 salario m¡nimo,117842,100582,17260,7843614,5905488,1938126,85.353,14.647,0
2008,Veracruz,Menos de 1 s.m.,2738757,2526254,212503,7843614,5905488,1938126,92.241,7.759,0
